cluster,1,2,3,4,5,6,7,8,9,10,11,12
0,0.13453415955859088,0.45429936375498503,0.7779465387625999,0.7920197453822707,1.3326147208442216,1.1564228888798103,1.478050061052767,1.3235303046491214,0.9155365775589738,1.0632865091448933,1.5810162663427552,0.990742864069011
1,0.03809523809523809,0.20197663971248878,0.5951758932891008,0.6081000760246044,1.1551454834473702,0.506033589052457,0.7630313083143272,0.9043057571359459,0.6347225101942083,1.8901306240928883,2.973778422835027,1.7295044578063445
2,0.2089111995725469,0.4296268859639566,0.686400590934163,0.6212534348326061,0.9151096044224318,0.7753646977916633,0.9898905945749849,1.1121263581545284,1.127596313888188,1.1965632062604599,2.1226296615926477,1.814527452011824
3,0.09917355371900825,0.09917355371900825,0.0,0.0,0.0,0.0,0.0,2.776859504132231,3.867768595041322,2.5785123966942147,0.6942148760330578,1.884297520661157
4,0.0,0.34363636363636363,0.33272727272727276,0.27272727272727276,0.33272727272727276,0.4581818181818182,0.35454545454545455,0.41454545454545455,0.9109090909090909,1.7181818181818183,3.96,2.901818181818182
5,0.6040629373506492,1.220206243902549,1.5582457171370927,1.0146852745632775,0.7983711704702943,0.8499738176907685,0.8545519820619338,1.289250570914319,0.9642987538745601,0.9787481955182811,1.05413083735586,0.8134744991604148
