period_type,orders_count,items_per_order,avg_item_price,revenue
normal_months,27.37837837837838,1.146841209972413,214.81822954794688,4534.648918918919
peak_months,78.97058823529412,1.1131190797777673,253.09979679726214,16244.076176470588
