category,metric,normal_months,peak_months,delta_abs,delta_pct
audio,orders_count,8.714285714285714,24.5,15.785714285714286,1.8114754098360657
audio,revenue,954.1071428571429,2693.48,1739.3728571428571,1.8230372449934493
audio,avg_item_price,102.57418614718615,114.43445511806873,11.860268970882572,0.11562625467838461
audio,large_purchase_share,0.13085961657390227,0.08741830065359477,-0.043441315920307505,-0.33196884613959
audio,avg_payment_installments,2.646691403834261,2.5192125237191654,-0.12747888011509545,-0.048165373541628975
audio,avg_delivery_time_days,13.205294910556816,12.738114321952771,-0.46718058860404454,-0.03537827755975087
audio,avg_review_score,3.7996289424860854,3.8771241830065364,0.07749524052045098,0.02039547589869284
computers,orders_count,3.0,28.0,25.0,8.333333333333334
computers,revenue,5172.33,35190.9525,30018.622499999998,5.803694369848792
computers,avg_item_price,2381.4728571428573,1165.4514458678398,-1216.0214112750175,-0.5106173717780367
computers,large_purchase_share,1.0,1.0,0.0,0.0
computers,avg_payment_installments,5.857142857142857,6.899064009661836,1.041921152518979,0.17788897725933794
computers,avg_delivery_time_days,16.204756944444444,14.411769640014878,-1.792987304429566,-0.11064573881463025
computers,avg_review_score,4.428571428571428,4.115934065934066,-0.3126373626373615,-0.07059553349875902
construction_tools_construction,orders_count,3.857142857142857,24.333333333333332,20.476190476190474,5.308641975308642
construction_tools_construction,revenue,545.97,5133.363333333334,4587.393333333333,8.402280955608061
construction_tools_construction,avg_item_price,97.48204931972789,166.77548629256356,69.29343697283566,0.7108327887687567
construction_tools_construction,large_purchase_share,0.03469387755102041,0.2223189968617367,0.1876251193107163,5.408018144838294
construction_tools_construction,avg_payment_installments,4.098809523809524,3.7974230295992144,-0.3013864942103095,-0.07353025127408075
construction_tools_construction,avg_delivery_time_days,10.977599722064753,15.68743133336892,4.709831611304168,0.42904020282662536
construction_tools_construction,avg_review_score,4.289115646258503,4.0140831143882245,-0.2750325318702789,-0.06412336587617917
electronics,orders_count,45.8,176.0,130.2,2.8427947598253276
electronics,revenue,3668.874,9255.8,5586.9259999999995,1.5227903711056854
electronics,avg_item_price,72.07636597479411,47.83271899153478,-24.24364698325933,-0.3363605622366921
electronics,large_purchase_share,0.0700446562594925,0.03907934171092066,-0.030965314548571835,-0.44207961323781064
electronics,avg_payment_installments,2.386777325395676,1.7285083337714915,-0.6582689916241846,-0.2757982425172645
electronics,avg_delivery_time_days,13.174139927330476,14.579778761382379,1.4056388340519028,0.10669681981560153
electronics,avg_review_score,4.100114300902714,3.9985803670014195,-0.1015339339012944,-0.024763683753630916
food_drink,orders_count,5.166666666666667,18.25,13.083333333333332,2.532258064516129
food_drink,revenue,169.275,1567.8225000000002,1398.5475000000001,8.261984935755429
food_drink,avg_item_price,25.07875,72.86238719124013,47.78363719124013,1.905343655135927
food_drink,large_purchase_share,0.0,0.0,0.0,
food_drink,avg_payment_installments,2.2708333333333335,2.1449070537305834,-0.12592627960275005,-0.05545377450396327
food_drink,avg_delivery_time_days,10.76986084319273,11.545723991637901,0.7758631484451719,0.07204022036510982
food_drink,avg_review_score,4.284722222222222,4.465297937356761,0.1805757151345384,0.04214408910757461
home_appliances,orders_count,9.666666666666666,34.8,25.133333333333333,2.6
home_appliances,revenue,1090.4116666666666,3305.852,2215.440333333333,2.0317467256250317
home_appliances,avg_item_price,119.14084523809522,99.97334438418486,-19.16750085391037,-0.16088102124511006
home_appliances,large_purchase_share,0.08095238095238096,0.06033462033462034,-0.02061776061776062,-0.2546899841017488
home_appliances,avg_payment_installments,2.313392857142857,2.4289720152045735,0.11557915806171648,0.049960886541537075
home_appliances,avg_delivery_time_days,14.698892319775133,11.364587491240547,-3.334304828534586,-0.2268405507025032
home_appliances,avg_review_score,4.3812500000000005,4.164359342731435,-0.21689065726856516,-0.049504286965720956
home_construction,orders_count,4.125,25.666666666666668,21.541666666666668,5.222222222222222
home_construction,revenue,1009.9075,5221.063333333333,4211.155833333332,4.169843112694314
home_construction,avg_item_price,166.1510965909091,178.34347953216374,12.192382941254635,0.07338129685219141
home_construction,large_purchase_share,0.1908279220779221,0.3226120857699805,0.13178416369205842,0.6905916191774393
home_construction,avg_payment_installments,4.327719155844156,3.282651072124756,-1.0450680837194004,-0.2414824174318565
home_construction,avg_delivery_time_days,11.874905687736742,13.545176623077756,1.670270935341014,0.14065551165310808
home_construction,avg_review_score,4.2021103896103895,3.879949874686717,-0.32216051492367237,-0.07666636167393559
kitchen_dining_laundry_garden_furniture,orders_count,5.222222222222222,19.333333333333332,14.11111111111111,2.702127659574468
kitchen_dining_laundry_garden_furniture,revenue,645.4288888888889,4237.763333333333,3592.3344444444447,5.56580981466243
kitchen_dining_laundry_garden_furniture,avg_item_price,104.13693923360591,193.29719696969698,89.16025773609107,0.8561828145926365
kitchen_dining_laundry_garden_furniture,large_purchase_share,0.06301106301106302,0.26717171717171717,0.20416065416065415,3.2400763358778617
kitchen_dining_laundry_garden_furniture,avg_payment_installments,4.415544332210999,3.8204545454545453,-0.5950897867564535,-0.134771557476012
kitchen_dining_laundry_garden_furniture,avg_delivery_time_days,13.611224738196189,13.452786510942763,-0.15843822725342527,-0.011640262379094435
kitchen_dining_laundry_garden_furniture,avg_review_score,4.312409812409813,3.7464646464646467,-0.5659451659451662,-0.13123640622385813
stationery,orders_count,51.9,189.0,137.1,2.641618497109827
stationery,revenue,5027.365000000001,20599.644999999997,15572.279999999995,3.097503364088343
stationery,avg_item_price,97.71710762759172,100.31182490599643,2.5947172784047154,0.026553357353692908
stationery,large_purchase_share,0.05251972260195944,0.027347615278052642,-0.025172107323906796,-0.4792886572285068
stationery,avg_payment_installments,2.817996326042379,2.807874035226598,-0.010122290815780755,-0.003592017037863382
stationery,avg_delivery_time_days,12.087356152645365,15.815443211535273,3.7280870588899084,0.3084286598168948
stationery,avg_review_score,4.385302508164351,4.182881696927548,-0.2024208112368031,-0.04615891625718993
watches_gifts,orders_count,97.875,322.5,224.625,2.2950191570881224
watches_gifts,revenue,25142.2325,68618.2125,43475.979999999996,1.7292012552982317
watches_gifts,avg_item_price,315.2554041961182,195.74891007476435,-119.50649412135385,-0.37907833626544174
watches_gifts,large_purchase_share,0.336868392298249,0.2088268146046201,-0.1280415776936289,-0.3800937713986129
watches_gifts,avg_payment_installments,4.00760290884888,3.6742499217111306,-0.3333529871377494,-0.0831801440211799
